
"Source: Whip Media CVMi.  Movies only. Lionsgate, Universal Pictures, Warner Bros. Pictures, 20th Century Studios, Netflix, Columbia Pictures, Paramount Pictures, New Line Cinema, A24, MGM, Focus Features, Sony Pictures Classics, Screen Gems, Amazon MGM Studios, STX Entertainment, United Artists Pictures, Relativity Media, Searchlight Pictures, Neon, Metro-Goldwyn-Mayer, IFC Films, Annapurna Pictures, Roadside Attractions, IFC, Hulu, Warner Bros., HBO Films titles only. United States originated titles only. First released between 2023/01/01 and 2025/10/05 Yes sample."

Audience User Age Bucket,Audience User Gender,Content Details Title,Performance Viewer Count
35-39,female,Megan Thee Stallion: In Her Words,34
35-39,female,Diablo,34
50-54,female,The Cut,34
40-44,male,Longing,34
45-49,female,Earth Mama,33
35-39,female,Bloat,33
30-34,male,Utopia,33
40-44,male,The Cut,33
40-44,female,HIM,33
35-39,male,Everything's Going to Be Great,33
30-34,male,Inheritance,32
45-49,male,Millers in Marriage,32
35-39,female,Latency,32
30-34,female,Latency,32
45-49,female,HIM,32
40-44,female,Megan Thee Stallion: In Her Words,31
40-44,female,The Actor,31
50-54,male,The Supremes at Earl's All-You-Can-Eat,31
18-24,male,Wick Is Pain,31
18-24,female,Depravity,30
35-39,female,She Rides Shotgun,30
45-49,female,Running on Empty,29
25-29,male,Latency,29
25-29,female,The Curse of the Necklace,29
30-34,female,The Luckiest Man in America,29
25-29,female,Depravity,29
45-49,female,The Smashing Machine,29
45-49,male,How the Gringo Stole Christmas,29
25-29,female,Dicks: The Musical,28
25-29,male,Depravity,28
25-29,male,Megan Thee Stallion: In Her Words,28
50-54,female,Inheritance,28
30-34,male,Salvable,28
40-44,male,This is the Tom Green Documentary,28
35-39,male,The Duel,28
45-49,female,Dicks: The Musical,28
50-54,female,HIM,28
50-54,male,How the Gringo Stole Christmas,28
35-39,male,This is the Tom Green Documentary,27
35-39,male,Bloat,27
25-29,female,Tuesday,27
40-44,female,Latency,27
45-49,female,How the Gringo Stole Christmas,27
45-49,male,Running on Empty,26
40-44,female,Everything's Going to Be Great,26
25-29,female,Cassandro,26
35-39,male,Gunslingers,26
50-54,female,The Duel,26
50-54,female,She Rides Shotgun,25
18-24,male,Depravity,25
35-39,male,The Cut,24
40-44,male,The Duel,24
40-44,male,How the Gringo Stole Christmas,24
40-44,male,Megan Thee Stallion: In Her Words,24
35-39,male,The Supremes at Earl's All-You-Can-Eat,24
18-24,female,Inheritance,24
45-49,male,The Cut,24
18-24,male,Inheritance,24
30-34,female,The Smashing Machine,23
50-54,female,The Fire Inside,23
18-24,male,Utopia,23
30-34,male,Megan Thee Stallion: In Her Words,22
18-24,female,Latency,22
40-44,female,Bloat,22
35-39,female,Running on Empty,22
40-44,female,Millers in Marriage,22
30-34,male,Bloat,22
18-24,male,Janet Planet,22
25-29,male,Wick Is Pain,22
50-54,female,Salvable,22
35-39,female,The Smashing Machine,21
18-24,female,Janet Planet,21
35-39,male,Longing,21
18-24,female,The Ballad of Wallis Island,21
45-49,male,The Night Before Christmas in Wonderland,21
35-39,female,Millers in Marriage,21
18-24,female,Kids Are Growing Up: A Story About a Kid Named LAROI,21
50-54,male,This is the Tom Green Documentary,21
45-49,male,Clear Cut,21
30-34,female,She Rides Shotgun,21
35-39,male,Megan Thee Stallion: In Her Words,21
18-24,female,Tuesday,20
45-49,male,The Abandon,20
25-29,female,Latency,20
45-49,female,Wick Is Pain,20
18-24,female,Cassandro,20
25-29,female,The Ballad of Wallis Island,20
50-54,female,The Smashing Machine,20
30-34,male,Everything's Going to Be Great,20
35-39,male,Clear Cut,20
35-39,female,The Cut,19
35-39,female,Salvable,19
50-54,male,HIM,19
30-34,male,How the Gringo Stole Christmas,19
35-39,female,Utopia,19
25-29,female,Janet Planet,19
50-54,male,Salvable,19
35-39,male,Janet Planet,19
40-44,female,The Duel,19
45-49,male,The Duel,18
30-34,male,Janet Planet,18
30-34,female,Inheritance,18
45-49,female,Janet Planet,18
30-34,male,Gunslingers,18
30-34,male,The Supremes at Earl's All-You-Can-Eat,18
40-44,female,The Night Before Christmas in Wonderland,18
25-29,male,Utopia,18
30-34,male,The Abandon,18
25-29,male,Janet Planet,18
50-54,female,How the Gringo Stole Christmas,18
30-34,male,The Duel,18
18-24,female,Utopia,17
35-39,female,Wick Is Pain,17
35-39,male,Running on Empty,17
18-24,female,Running on Empty,17
30-34,female,The Duel,17
18-24,female,She Rides Shotgun,17
25-29,female,Inheritance,17
25-29,male,The Curse of the Necklace,16
25-29,male,Inheritance,16
50-54,female,Megan Thee Stallion: In Her Words,16
18-24,male,The Cut,16
45-49,male,Everything's Going to Be Great,16
18-24,male,How the Gringo Stole Christmas,16
25-29,male,The Supremes at Earl's All-You-Can-Eat,16
40-44,female,The Abandon,16
25-29,female,The Smashing Machine,16
18-24,male,The Supremes at Earl's All-You-Can-Eat,16
35-39,male,Millers in Marriage,16
40-44,male,Millers in Marriage,15
40-44,female,The Cut,15
18-24,male,Earth Mama,15
40-44,female,Earth Mama,15
18-24,male,Bloat,15
35-39,female,How the Gringo Stole Christmas,15
30-34,female,Bloat,15
30-34,female,Janet Planet,15
35-39,female,Janet Planet,15
25-29,male,Kids Are Growing Up: A Story About a Kid Named LAROI,15
18-24,female,Earth Mama,15
18-24,male,We Lost Our Human,15
18-24,male,The Abandon,14
18-24,female,The Luckiest Man in America,14
50-54,female,The Night Before Christmas in Wonderland,14
18-24,female,We Lost Our Human,14
45-49,male,All Dirt Roads Taste of Salt,14
18-24,female,Diablo,14
25-29,male,Salvable,14
50-54,male,Earth Mama,14
30-34,male,The Cut,14
25-29,female,The Duel,14
35-39,female,The Duel,14
18-24,male,The Actor,14
18-24,male,Running on Empty,14
35-39,female,Everything's Going to Be Great,13
25-29,female,Kids Are Growing Up: A Story About a Kid Named LAROI,13
18-24,male,Everything's Going to Be Great,13
50-54,male,Bloat,13
35-39,female,Earth Mama,13
25-29,male,Everything's Going to Be Great,13
30-34,female,Longing,13
18-24,female,How the Gringo Stole Christmas,13
50-54,female,Anemone,13
40-44,male,All Dirt Roads Taste of Salt,13
18-24,male,The Duel,13
50-54,female,Earth Mama,13
30-34,female,Diablo,13
45-49,male,The Actor,13
50-54,female,Dicks: The Musical,13
25-29,female,She Rides Shotgun,12
18-24,male,Longing,12
45-49,female,Everything's Going to Be Great,12
25-29,male,The Duel,12
35-39,female,The Abandon,12
50-54,female,Janet Planet,12
30-34,female,Utopia,12
45-49,male,Anemone,12
25-29,male,Bloat,12
25-29,male,The Cut,12
50-54,female, Silver Dollar Road,12
40-44,female,Running on Empty,12
40-44,male,We Lost Our Human,12
50-54,female,Running on Empty,11
18-24,male,Salvable,11
30-34,female,Everything's Going to Be Great,11
25-29,female,Utopia,11
25-29,female,The Luckiest Man in America,11
25-29,female,Earth Mama,11
50-54,female,Cassandro,11
40-44,female,Clear Cut,11
50-54,female,The Zone Action: The Movie,11
40-44,female,Eternity,11
25-29,male,Earth Mama,11
30-34,male,Longing,11
30-34,male,Kids Are Growing Up: A Story About a Kid Named LAROI,11
45-49,male,Earth Mama,11
18-24,female,Everything's Going to Be Great,10
18-24,female,Bloat,10
45-49,female,The Duel,10
18-24,female,The Duel,10
45-49,female,The Night Before Christmas in Wonderland,10
30-34,male,All Dirt Roads Taste of Salt,10
35-39,male,The Actor,10
25-29,male,The Abandon,10
50-54,female,Wick Is Pain,10
35-39,female,The Night Before Christmas in Wonderland,9
35-39,male,How the Gringo Stole Christmas,9
35-39,male,Earth Mama,9
40-44,female,How the Gringo Stole Christmas,9
40-44,male,Devilreaux,9
30-34,male,Earth Mama,9
35-39,male,We Lost Our Human,9
30-34,male,Running on Empty,9
40-44,male,The Night Before Christmas in Wonderland,9
30-34,female,Running on Empty,8
40-44,female,This is the Tom Green Documentary,8
25-29,male,We Lost Our Human,8
50-54,female,Everything's Going to Be Great,8
25-29,female,Longing,8
50-54,female,All Dirt Roads Taste of Salt,8
25-29,female,Running on Empty,8
35-39,male,All Dirt Roads Taste of Salt,8
25-29,male,Running on Empty,8
18-24,female,The Abandon,8
30-34,male,The Actor,8
50-54,male,Running on Empty,8
40-44,female,The Smashing Machine,8
50-54,male,The Night Before Christmas in Wonderland,7
35-39,male,Devilreaux,7
35-39,male,The Night Before Christmas in Wonderland,7
30-34,female,Eternity,7
45-49,male,Megan Thee Stallion: In Her Words,7
40-44,male,Earth Mama,7
30-34,female,The Night Before Christmas in Wonderland,7
30-34,female,How the Gringo Stole Christmas,7
45-49,female,All Dirt Roads Taste of Salt,7
35-39,female,This is the Tom Green Documentary,7
30-34,female,The Cut,7
25-29,male,All Dirt Roads Taste of Salt,7
45-49,male,Devilreaux,7
35-39,female,We Lost Our Human,7
18-24,female,Eternity,7
25-29,male,Gunslingers,7
40-44,female,Wick Is Pain,7
40-44,female,Gunslingers,7
35-39,male,Anemone,7
25-29,female,Diablo,6
18-24,male,Gunslingers,6
25-29,female,We Lost Our Human,6
30-34,female,The Abandon,6
25-29,female,Bloat,6
30-34,male,The Night Before Christmas in Wonderland,6
18-24,female,All Dirt Roads Taste of Salt,6
30-34,male,Clear Cut,6
35-39,female,Clear Cut,6
25-29,female,Eternity,6
25-29,male,How the Gringo Stole Christmas,6
25-29,female,All Dirt Roads Taste of Salt,6
30-34,female,Wick Is Pain,6
30-34,female,Millers in Marriage,6
45-49,female,Devilreaux,6
35-39,female,Gunslingers,6
18-24,female,Longing,6
30-34,female,Earth Mama,6
45-49,female,This is the Tom Green Documentary,6
25-29,male,Longing,5
18-24,female,The Cut,5
30-34,female,Kids Are Growing Up: A Story About a Kid Named LAROI,5
50-54,male,The Zone Action: The Movie,5
18-24,male,All Dirt Roads Taste of Salt,5
45-49,female,The Actor,5
40-44,male,Anemone,5
25-29,female,How the Gringo Stole Christmas,5
40-44,male,Eternity,5
18-24,female,Wick Is Pain,5
25-29,female,Wick Is Pain,5
25-29,male,The Actor,5
18-24,male,The Night Before Christmas in Wonderland,5
35-39,female,Eternity,4
50-54,male,Megan Thee Stallion: In Her Words,4
45-49,female,Kids Are Growing Up: A Story About a Kid Named LAROI,4
45-49,female,The Zone Action: The Movie,4
18-24,male,Eternity,4
30-34,female,All Dirt Roads Taste of Salt,4
40-44,female,All Dirt Roads Taste of Salt,4
40-44,male,Larry the Cable Guy: It’s a Gift,4
45-49,male,Kids Are Growing Up: A Story About a Kid Named LAROI,4
40-44,female,Kids Are Growing Up: A Story About a Kid Named LAROI,3
25-29,female,Millers in Marriage,3
40-44,female, Silver Dollar Road,3
50-54,female,Kids Are Growing Up: A Story About a Kid Named LAROI,3
30-34,male,Millers in Marriage,3
30-34,male,Anemone,3
50-54,female,Eternity,3
40-44,male, Silver Dollar Road,3
25-29,male,Eternity,3
30-34,male,We Lost Our Human,3
35-39,female,Devilreaux,3
25-29,female,The Night Before Christmas in Wonderland,3
30-34,female,We Lost Our Human,3
30-34,female,Salvable,3
25-29,female,Everything's Going to Be Great,3
18-24,male,Grojband: The Movie,3
35-39,male,Eternity,3
18-24,male,This is the Tom Green Documentary,3
35-39,female,All Dirt Roads Taste of Salt,3
18-24,female,The Night Before Christmas in Wonderland,3
25-29,female,The Abandon,3
35-39,male, Silver Dollar Road,3
35-39,male,Kids Are Growing Up: A Story About a Kid Named LAROI,3
50-54,male,The Actor,3
45-49,male,Mercy,3
35-39,female, Silver Dollar Road,3
18-24,female,The Actor,2
30-34,male,Eternity,2
50-54,male,Kids Are Growing Up: A Story About a Kid Named LAROI,2
30-34,female,Clear Cut,2
25-29,female,Salvable,2
35-39,female,Kids Are Growing Up: A Story About a Kid Named LAROI,2
50-54,female,Devilreaux,2
30-34,male,This is the Tom Green Documentary,2
18-24,male,Mercy,2
30-34,female,This is the Tom Green Documentary,2
25-29,female,The Actor,2
18-24,male,The Adventure Mania 2: Back in Action,2
40-44,female,Salvable,2
25-29,male,Clear Cut,2
25-29,male,Anemone,2
50-54,male, Silver Dollar Road,2
25-29,female,The Cut,2
35-39,female,Anemone,2
30-34,female,The Actor,2
45-49,female,Eternity,2
45-49,female,Becoming the Night: A Nightwing Story,2
45-49,female,Anemone,2
25-29,male,The Night Before Christmas in Wonderland,2
30-34,female,Gunslingers,2
18-24,female,Salvable,2
50-54,male,Anemone,2
35-39,female,Grojband: The Movie,2
50-54,female,This is the Tom Green Documentary,2
50-54,male,Devilreaux,2
18-24,male,Millers in Marriage,2
45-49,male, Silver Dollar Road,2
45-49,male,We Lost Our Human,2
35-39,male,Grojband: The Movie,2
35-39,male,Grojband: The Movie 2,2
30-34,male, Silver Dollar Road,1
35-39,male,Mercy,1
35-39,male,Larry the Cable Guy: It’s a Gift,1
25-29,male,Devilreaux,1
45-49,female, Silver Dollar Road,1
30-34,male,Larry the Cable Guy: It’s a Gift,1
45-49,male,Larry the Cable Guy: It’s a Gift,1
25-29,male,Millers in Marriage,1
18-24,female,Grojband: The Movie,1
18-24,female,Gunslingers,1
25-29,male,This is the Tom Green Documentary,1
18-24,female,Millers in Marriage,1
18-24,female, Silver Dollar Road,1
40-44,female,Grojband: The Movie,1
18-24,female,Devilreaux,1
25-29,female,Gunslingers,1
40-44,female,Larry the Cable Guy: It’s a Gift,1
18-24,male,Grojband: The Movie 2,1
35-39,male,The Zone Action: The Movie,1
40-44,female,Devilreaux,1
18-24,female,Clear Cut,1
40-44,female,Preparation for the Next Life,1
18-24,male,Clear Cut,1
30-34,female,Anemone,1
30-34,male,The Zone Action: The Movie,1
30-34,male,Mercy,1
18-24,male,The Zone Action: The Movie,1
40-44,male,The Actor,1
18-24,female,Anemone,1
25-29,female, Silver Dollar Road,1
30-34,female, Silver Dollar Road,1
30-34,female,Devilreaux,1
35-39,female,The Actor,1
35-39,female,Preparation for the Next Life,1
25-29,male,Grojband: The Movie,0
18-24,female,The Zone Action: The Movie,0
25-29,male,Mercy,0
18-24,female,This is the Tom Green Documentary,0
25-29,female,Clear Cut,0
45-49,male,Grojband: The Movie 2,0
50-54,female,The Actor,0
45-49,female,The Cut,0
18-24,male,Preparation for the Next Life,0
18-24,female,Becoming the Night: A Nightwing Story,0
40-44,female,We Lost Our Human,0
45-49,male,The Zone Action: The Movie,0
25-29,female,Grojband: The Movie,0
40-44,male,Preparation for the Next Life,0
50-54,male,Grojband: The Movie,0
18-24,female,Preparation for the Next Life,0
50-54,male,We Lost Our Human,0
25-29,male,The Zone Action: The Movie,0
40-44,male,The Zone Action: The Movie,0
18-24,female,Mercy,0
30-34,male,Devilreaux,0
40-44,female,Mercy,0
35-39,female,The Zone Action: The Movie,0
25-29,female,The Zone Action: The Movie,0
30-34,female,Grojband: The Movie 2,0
18-24,male,Devilreaux,0
25-29,female,Grojband: The Movie 2,0
18-24,male,Becoming the Night: A Nightwing Story,0
30-34,female,Mercy,0
40-44,female,The Zone Action: The Movie,0
50-54,female,Mercy,0
50-54,male,Mercy,0
30-34,female,Preparation for the Next Life,0
25-29,female,Devilreaux,0
18-24,male,Anemone,0
45-49,female,Mercy,0
45-49,female,Salvable,0
30-34,male,Grojband: The Movie,0
50-54,female,Grojband: The Movie,0
25-29,female,Mercy,0
25-29,female,Anemone,0
18-24,female,The Adventure Mania 2: Back in Action,0
50-54,female,Preparation for the Next Life,0
40-44,male,Mercy,0
50-54,female,Becoming the Night: A Nightwing Story,0
45-49,male,Preparation for the Next Life,0
30-34,male,Becoming the Night: A Nightwing Story,0
35-39,female,Becoming the Night: A Nightwing Story,0
25-29,male,Becoming the Night: A Nightwing Story,0
25-29,male,Grojband: The Movie 2,0
45-49,female,Grojband: The Movie,0
40-44,male,Becoming the Night: A Nightwing Story,0
35-39,male,Preparation for the Next Life,0
25-29,male, Silver Dollar Road,0
50-54,male,Preparation for the Next Life,0
25-29,female,Preparation for the Next Life,0
25-29,female,Becoming the Night: A Nightwing Story,0
35-39,female,Grojband: The Movie 2,0
50-54,male,Eternity,0
35-39,female,Mercy,0
30-34,female,The Adventure Mania 2: Back in Action,0
18-24,female,Grojband: The Movie 2,0
45-49,female,Larry the Cable Guy: It’s a Gift,0
30-34,female,Grojband: The Movie,0
30-34,male,Grojband: The Movie 2,0
40-44,male,Kids Are Growing Up: A Story About a Kid Named LAROI,0
40-44,female,Anemone,0
25-29,male,Preparation for the Next Life,0
30-34,male,Preparation for the Next Life,0
45-49,female,Preparation for the Next Life,0
50-54,male,Larry the Cable Guy: It’s a Gift,0
45-49,male,Grojband: The Movie,0
45-49,male,Eternity,0
